data,dia_semana,nome_exchange,direcao,total_transacoes,volume_usd,preco_medio_usd,total_trades
2025-05-22,Quinta-feira,Uniswap,BUY,996,4.510237439018737E19,1.2919356559476172E22,30252
2025-05-22,Quinta-feira,Uniswap,SELL,996,4.5102374390187524E19,1.2919356559476172E22,30252
2025-05-27,Terça-feira,Uniswap,SELL,526,1010732923.1636146,5.159534993990035E26,13870
2025-05-27,Terça-feira,Uniswap,BUY,526,1010732923.1636143,5.159534993990035E26,13870
2025-05-26,Segunda-feira,Uniswap,BUY,502,759985519.277894,4.172612029384325E20,9737
2025-05-26,Segunda-feira,Uniswap,SELL,502,759985519.277894,4.1726120293843265E20,9737
2025-06-16,Segunda-feira,Uniswap,BUY,22,5.482558679404946E21,14.85254900963213,204
2025-06-16,Segunda-feira,Uniswap,SELL,15,8.08091309167046E21,2.1457180645778585E24,176
2025-05-13,Terça-feira,Balancer,BUY,66,27821825.23418027,484.42985109819597,533
2025-05-13,Terça-feira,Balancer,SELL,66,27821825.234180268,484.429851098196,533
2025-05-22,Quinta-feira,Balancer,SELL,58,18671993.58305974,747.6299027091571,355
2025-05-22,Quinta-feira,Balancer,BUY,58,18671993.583059736,747.6299027091575,355
2025-05-27,Terça-feira,Balancer,SELL,33,9381009.947860423,188.52587594890576,208
2025-05-27,Terça-feira,Balancer,BUY,33,9381009.947860422,188.5258759489058,208
2025-05-26,Segunda-feira,Balancer,SELL,34,9005112.058660751,64.26055097127751,281
2025-05-26,Segunda-feira,Balancer,BUY,34,9005112.05866075,64.26055097127755,281
2025-06-16,Segunda-feira,Balancer,SELL,12,243316.47310516366,104113.79594484593,661
2025-06-16,Segunda-feira,Balancer,BUY,12,243316.47310516358,104113.79594484596,661
2025-06-17,Terça-feira,Balancer,BUY,13,225064.30281832934,104236.23375268068,765
2025-06-17,Terça-feira,Balancer,SELL,13,225064.3028183293,104236.23375268065,765
2025-05-13,Terça-feira,PancakeSwap,SELL,25,4.4557808867573916E19,878842559023.5847,1441
2025-05-13,Terça-feira,PancakeSwap,BUY,25,4.455780886757391E19,878842559023.5845,1441
2025-05-22,Quinta-feira,PancakeSwap,BUY,24,8.044910178072522E19,1293.242826264877,1381
2025-05-22,Quinta-feira,PancakeSwap,SELL,24,8.044910178072525E19,1293.242826264877,1381
2025-05-27,Terça-feira,PancakeSwap,BUY,11,7589363.608789244,552.1884724695325,401
2025-05-27,Terça-feira,PancakeSwap,SELL,11,7589363.608789245,552.1884724695324,401
2025-05-26,Segunda-feira,PancakeSwap,BUY,14,1.8296878267331207E19,437.44191793988057,192
2025-05-26,Segunda-feira,PancakeSwap,SELL,14,1.8296878267331207E19,437.44191793988057,192
2025-05-13,Terça-feira,Pangolin,SELL,2,16355.48772926371,66.64896608846678,2
2025-05-13,Terça-feira,Pangolin,BUY,2,16355.48772926371,66.64896608846678,2
2025-05-22,Quinta-feira,Pangolin,SELL,3,55021.24437769008,92.24245079434449,7
2025-05-22,Quinta-feira,Pangolin,BUY,3,55021.24437769008,92.24245079434449,7
2025-05-27,Terça-feira,Pangolin,SELL,3,145087.95115962706,41.712105357832726,373
2025-05-27,Terça-feira,Pangolin,BUY,3,145087.95115962706,41.712105357832755,373
2025-05-26,Segunda-feira,Pangolin,SELL,3,228136.43732549108,40.28378878381994,521
2025-05-26,Segunda-feira,Pangolin,BUY,3,228136.43732549105,40.28378878381994,521
2025-06-16,Segunda-feira,Pangolin,BUY,2,18714.190743242965,68.56296900070498,9
2025-06-16,Segunda-feira,Pangolin,SELL,2,18714.190743242965,68.56296900070498,9
2025-05-22,Quinta-feira,Wigoswap,BUY,1,6871.565411499323,0.5144042183043381,1
2025-05-22,Quinta-feira,Wigoswap,SELL,1,6871.565411499323,0.5144042183043381,1
2025-05-27,Terça-feira,Wigoswap,SELL,4,46421.08496552779,1.3289902825704487,248
2025-05-27,Terça-feira,Wigoswap,BUY,4,46421.084965527785,1.328990282570449,248
2025-05-26,Segunda-feira,Wigoswap,SELL,4,97090.19966651309,1.3284260404141854,355
2025-05-26,Segunda-feira,Wigoswap,BUY,4,97090.19966651309,1.3284260404141857,355
2025-06-16,Segunda-feira,Wigoswap,BUY,2,12054.644871168413,1.2852165182935693,30
2025-06-16,Segunda-feira,Wigoswap,SELL,2,12054.644871168413,1.2852165182935693,30
2025-06-17,Terça-feira,Wigoswap,BUY,2,15755.439234547712,0.44960811244502186,49
2025-06-17,Terça-feira,Wigoswap,SELL,2,15755.439234547712,0.44960811244502186,49
2025-05-13,Terça-feira,Uniswap v3,SELL,88,18394559.11924019,2508.256366655585,1073
2025-05-13,Terça-feira,Uniswap v3,BUY,90,18836253.433289085,2452.5287216842876,1092
2025-05-22,Quinta-feira,Uniswap v3,SELL,100,18677048.609357383,3665.6717447942165,974
2025-05-22,Quinta-feira,Uniswap v3,BUY,101,18911331.917113513,3629.3779654335644,980
2025-05-27,Terça-feira,Uniswap v3,BUY,46,14313093.58644563,2539.583023064092,360
2025-05-27,Terça-feira,Uniswap v3,SELL,46,14313093.58644563,2539.58302306409,360
2025-05-26,Segunda-feira,Uniswap v3,SELL,37,9470072.50848851,3035.1654365741288,237
2025-05-26,Segunda-feira,Uniswap v3,BUY,37,9470072.508488508,3035.1654365741283,237
2025-06-16,Segunda-feira,Uniswap v3,BUY,264,73607409.29735301,339343.1648804753,51086
2025-06-16,Segunda-feira,Uniswap v3,SELL,264,73607409.29735298,339343.1648804752,51086
2025-06-17,Terça-feira,Uniswap v3,SELL,269,73358616.38336506,324406.63484598964,54628
2025-06-17,Terça-feira,Uniswap v3,BUY,270,73552933.41817746,323205.1324915972,54632
2025-05-13,Terça-feira,Curve,BUY,9,183337.81694582288,0.8727800715715686,10
2025-05-13,Terça-feira,Curve,SELL,9,183337.81694582288,0.8727800715715686,10
2025-05-22,Quinta-feira,Curve,BUY,9,743181.4926155852,1.0033701101447174,62
2025-05-22,Quinta-feira,Curve,SELL,9,743181.4926155852,1.0033701101447177,62
2025-05-27,Terça-feira,Curve,SELL,6,540272.8909448194,0.9791868596886967,9
2025-05-27,Terça-feira,Curve,BUY,6,540272.8909448194,0.9791868596886969,9
2025-05-26,Segunda-feira,Curve,SELL,2,30947.627760864598,0.9610034162250081,2
2025-05-26,Segunda-feira,Curve,BUY,2,30947.627760864598,0.9610034162250081,2
2025-05-13,Terça-feira,QuickSwap,SELL,9,3101435.2562302384,3.978803688577846,288
2025-05-13,Terça-feira,QuickSwap,BUY,9,3101435.2562302374,3.978803688577846,288
2025-05-22,Quinta-feira,QuickSwap,SELL,11,3495332.0419788486,2.461390825588557,318
2025-05-22,Quinta-feira,QuickSwap,BUY,11,3495332.041978849,2.4613908255885573,318
2025-05-27,Terça-feira,QuickSwap,BUY,6,786381.9831232106,4.754853644686725,48
2025-05-27,Terça-feira,QuickSwap,SELL,6,786381.9831232106,4.754853644686723,48
2025-05-26,Segunda-feira,QuickSwap,BUY,3,596243.6159359008,5.271835539033464,43
2025-05-26,Segunda-feira,QuickSwap,SELL,3,596243.6159359008,5.271835539033464,43
2025-06-16,Segunda-feira,QuickSwap,SELL,57,78186209.35626043,9036.873238111708,65963
2025-06-16,Segunda-feira,QuickSwap,BUY,57,78186209.3562606,9036.873238111706,65963
2025-06-17,Terça-feira,QuickSwap,BUY,50,33792319.13820598,1368.7344201758835,53051
2025-06-17,Terça-feira,QuickSwap,SELL,50,33792319.13820616,1368.7344201758833,53051
2025-05-13,Terça-feira,Trader Joe,SELL,13,8.192276889326376E16,1.8878399039970026E23,76
2025-05-13,Terça-feira,Trader Joe,BUY,13,8.192276889326376E16,1.8878399039970026E23,76
2025-05-22,Quinta-feira,Trader Joe,SELL,13,1.26682179193565136E17,2.3531254562650068E23,17
2025-05-22,Quinta-feira,Trader Joe,BUY,13,1.2668217919356512E17,2.3531254562650068E23,17
2025-05-27,Terça-feira,Trader Joe,BUY,47,1.12468322288370832E17,5.7489912640597555E22,3659
2025-05-27,Terça-feira,Trader Joe,SELL,47,1.12468322288370848E17,5.7489912640597555E22,3659
2025-05-26,Segunda-feira,Trader Joe,SELL,44,3.8294198853218989E17,6.848696479426499E19,3313
2025-05-26,Segunda-feira,Trader Joe,BUY,44,3.8294198853218995E17,6.848696479426499E19,3313
2025-06-16,Segunda-feira,Trader Joe,BUY,36,282583765256.5198,9.986855959770085E18,1386
2025-06-16,Segunda-feira,Trader Joe,SELL,36,282583765256.51984,9.986855959770085E18,1386
2025-06-17,Terça-feira,Trader Joe,SELL,43,7.9466281962714704E16,3.675827516508568E22,1573
2025-06-17,Terça-feira,Trader Joe,BUY,43,7.9466281962714672E16,3.675827516508568E22,1573
2025-05-13,Terça-feira,Zerox Exchange,SELL,37,5397729.591921972,5468059.038714699,134
2025-05-13,Terça-feira,Zerox Exchange,BUY,37,5397729.591921971,5468059.038714701,134
2025-05-22,Quinta-feira,Zerox Exchange,BUY,34,14224266.869977865,9801.612449680573,133
2025-05-22,Quinta-feira,Zerox Exchange,SELL,34,14224266.869977865,9801.612449680575,133
2025-05-27,Terça-feira,Zerox Exchange,SELL,18,7272994.591541353,20503.477100079133,91
2025-05-27,Terça-feira,Zerox Exchange,BUY,18,7272994.591541354,20503.477100079137,91
2025-05-26,Segunda-feira,Zerox Exchange,BUY,19,3438560.9271787102,15898.248311526831,56
2025-05-26,Segunda-feira,Zerox Exchange,SELL,19,3438560.9271787107,15898.248311526835,56
2025-06-16,Segunda-feira,Zerox Exchange,BUY,1,10013.39066672486,285.9019826845974,1
2025-05-13,Terça-feira,Dodo,SELL,2,12038.621222999529,0.9999945855687462,2
2025-05-13,Terça-feira,Dodo,BUY,2,12038.621222999529,0.9999945855687462,2
2025-06-16,Segunda-feira,Dodo,BUY,2,16511.819699720294,0.9999644313289257,68
2025-06-16,Segunda-feira,Dodo,SELL,2,16511.819699720294,0.9999644313289257,68
2025-05-13,Terça-feira,SushiSwap,BUY,14,2262576.7737675817,1676.4482736132566,180
2025-05-13,Terça-feira,SushiSwap,SELL,14,2262576.7737675817,1676.4482736132566,180
2025-05-22,Quinta-feira,SushiSwap,SELL,15,1200816.8688793373,2862414.7056453982,143
2025-05-22,Quinta-feira,SushiSwap,BUY,15,1200816.8688793378,2862414.7056453982,143
2025-05-27,Terça-feira,SushiSwap,BUY,4,217314.49026094988,8555292.543796357,18
2025-05-27,Terça-feira,SushiSwap,SELL,4,217314.49026094988,8555292.543796357,18
2025-05-26,Segunda-feira,SushiSwap,SELL,5,105190.07451676774,43.83201600388523,8
2025-05-26,Segunda-feira,SushiSwap,BUY,5,105190.07451676774,43.832016003885215,8
2025-06-16,Segunda-feira,SushiSwap,BUY,5,43756.63231744705,3.6674630277723566,143
2025-06-16,Segunda-feira,SushiSwap,SELL,5,43756.63231744705,3.6674630277723574,143
2025-06-17,Terça-feira,SushiSwap,SELL,2,28097.60068662867,3.1136767031852006,114
2025-06-17,Terça-feira,SushiSwap,BUY,2,28097.600686628677,3.1136767031852,114
2025-06-01,Domingo,SpookySwap,SELL,2,10963.918424863528,0.9359145063320778,14
2025-06-01,Domingo,SpookySwap,BUY,2,10963.918424863528,0.9359145063320778,14
2025-05-20,Terça-feira,SpookySwap,BUY,1,5848.468683562563,1212.6906234298451,1
2025-05-20,Terça-feira,SpookySwap,SELL,1,5848.468683562563,1212.6906234298451,1
2025-05-21,Quarta-feira,SpookySwap,BUY,1,5564.875199057443,0.10569353472027243,1
2025-05-21,Quarta-feira,SpookySwap,SELL,1,5564.875199057443,0.10569353472027243,1
2025-05-17,Sábado,SpookySwap,SELL,1,5001.729182537757,0.006857042092637523,1
2025-05-17,Sábado,SpookySwap,BUY,1,5001.729182537757,0.006857042092637523,1
2025-05-19,Segunda-feira,Bancor Network,SELL,2,34671.20902730881,1263.576668421369,2
2025-05-19,Segunda-feira,Bancor Network,BUY,2,34671.20902730881,1263.576668421369,2
2025-06-01,Domingo,Uniswap,BUY,446,1.2483373961516444E19,1.3288198680202192E26,7868
2025-06-01,Domingo,Uniswap,SELL,446,1.2483373961516438E19,1.3288198680202192E26,7868
2025-05-20,Terça-feira,Uniswap,SELL,561,8.73873301686284E19,1.5587192765485877E26,13753
2025-05-20,Terça-feira,Uniswap,BUY,561,8.738733016862823E19,1.5587192765485877E26,13753
2025-05-19,Segunda-feira,Uniswap,SELL,537,1291190396.7107627,5.745002144001162E26,16430
2025-05-19,Segunda-feira,Uniswap,BUY,537,1291190396.7107625,5.745002144001162E26,16430
2025-05-21,Quarta-feira,Uniswap,SELL,535,1.5172318116690997E19,2.649170630043406E25,17646
2025-05-21,Quarta-feira,Uniswap,BUY,535,1.5172318116695595E19,2.649170630043406E25,17630
2025-05-18,Domingo,Uniswap,BUY,500,3.098571560540217E19,2.607207461813657E22,12662
2025-05-18,Domingo,Uniswap,SELL,500,3.0985715605402178E19,2.607207461813657E22,12662
2025-05-17,Sábado,Uniswap,SELL,498,1.1603786794166444E19,2.7300417800347173E25,9509
2025-05-17,Sábado,Uniswap,BUY,498,1.1603786794166462E19,2.7300417800347173E25,9509
2025-05-08,Quinta-feira,Uniswap,SELL,529,2.8332816488382546E19,1.1627515556842684E26,17679
2025-05-08,Quinta-feira,Uniswap,BUY,529,2.8332816488382525E19,1.1627515556842684E26,17679
2025-06-01,Domingo,Balancer,BUY,30,7326338.807706101,222.84067767928465,215
2025-06-01,Domingo,Balancer,SELL,30,7326338.807706102,222.84067767928465,215
2025-05-20,Terça-feira,Balancer,BUY,41,17592188.525621105,210.56159823652035,399
2025-05-20,Terça-feira,Balancer,SELL,41,17592188.525621105,210.5615982365204,399
2025-05-19,Segunda-feira,Balancer,BUY,42,17322911.066093292,2741.2302244056004,414
2025-05-19,Segunda-feira,Balancer,SELL,42,17322911.066093292,2741.2302244056,414
2025-05-21,Quarta-feira,Balancer,SELL,18,3617166.444013718,1002.4871200359723,104
2025-05-21,Quarta-feira,Balancer,BUY,14,5169074.027634017,382.6309556636458,159
2025-05-18,Domingo,Balancer,BUY,30,20939710.472861715,243.1514062360046,349
2025-05-18,Domingo,Balancer,SELL,30,20939710.472861715,243.15140623600462,349
2025-05-17,Sábado,Balancer,BUY,33,10828558.299922837,116.43539981783114,272
2025-05-17,Sábado,Balancer,SELL,33,10828558.29992284,116.43539981783115,272
2025-05-08,Quinta-feira,Balancer,BUY,53,27451379.42016202,355.9149284926898,397
2025-05-08,Quinta-feira,Balancer,SELL,53,27451379.420162015,355.91492849268985,397
2025-06-01,Domingo,PancakeSwap,BUY,12,2866906.0635554884,418.0331285946518,141
2025-06-01,Domingo,PancakeSwap,SELL,12,2866906.063555488,418.0331285946518,141
2025-05-20,Terça-feira,PancakeSwap,BUY,13,8729643.07135753,333.2698706881596,414
2025-05-20,Terça-feira,PancakeSwap,SELL,13,8729643.07135753,333.2698706881596,414
2025-05-19,Segunda-feira,PancakeSwap,SELL,13,1.3827382150103245E19,778.9009985404359,605
2025-05-19,Segunda-feira,PancakeSwap,BUY,13,1.3827382150103245E19,778.9009985404357,605
2025-05-21,Quarta-feira,PancakeSwap,SELL,13,5.278054432707201E19,387.37632432792395,677
2025-05-21,Quarta-feira,PancakeSwap,BUY,13,5.2780544327072055E19,387.37660797594623,674
2025-05-18,Domingo,PancakeSwap,SELL,12,4.1508411316365574E19,85190.17000214396,454
2025-05-18,Domingo,PancakeSwap,BUY,12,4.1508411316365574E19,85190.17000214396,454
2025-05-17,Sábado,PancakeSwap,SELL,10,4.6933486921446695E19,477.21939291932324,271
2025-05-17,Sábado,PancakeSwap,BUY,10,4.6933486921446695E19,477.219392919323,271
2025-05-08,Quinta-feira,PancakeSwap,BUY,20,3.641445172897259E19,1196655980902.2078,723
2025-05-08,Quinta-feira,PancakeSwap,SELL,20,3.641445172897259E19,1196655980902.2078,723
2025-06-01,Domingo,Pangolin,BUY,1,6226.892161941781,122.72556679312684,5
2025-06-01,Domingo,Pangolin,SELL,1,6226.892161941781,122.72556679312684,5
2025-05-18,Domingo,Pangolin,SELL,1,6226.703289111912,126.42158671641073,1
2025-05-18,Domingo,Pangolin,BUY,1,6226.703289111912,126.42158671641073,1
2025-05-17,Sábado,Pangolin,SELL,1,11302.03324009236,0.008087830457311611,2
2025-05-17,Sábado,Pangolin,BUY,1,11302.03324009236,0.008087830457311611,2
2025-06-01,Domingo,Wigoswap,SELL,4,33175.62459909146,1.4055258998478721,109
2025-06-01,Domingo,Wigoswap,BUY,4,33175.624599091454,1.4055258998478721,109
2025-06-01,Domingo,Uniswap v3,BUY,119,38700761.927263916,11278.296286634255,4371
2025-06-01,Domingo,Uniswap v3,SELL,119,38700761.9272639,11278.296286634257,4371
2025-05-20,Terça-feira,Uniswap v3,SELL,113,43137808.45706237,6692.811322918846,1937
2025-05-20,Terça-feira,Uniswap v3,BUY,111,41350107.2912668,6813.384498159434,1878
2025-05-19,Segunda-feira,Uniswap v3,BUY,98,106229209.24575014,8670.916033508018,2589
2025-05-19,Segunda-feira,Uniswap v3,SELL,98,90571030.48971426,8670.908036356677,2463
2025-05-21,Quarta-feira,Uniswap v3,BUY,104,37542840.49982351,5293.639532825591,1776
2025-05-21,Quarta-feira,Uniswap v3,SELL,103,37912555.98467238,4288.608431788565,1752
2025-05-18,Domingo,Uniswap v3,SELL,81,34153899.33759202,5409.286510617294,1540
2025-05-18,Domingo,Uniswap v3,BUY,80,32482850.999408834,5476.7678145766495,1478
2025-05-17,Sábado,Uniswap v3,BUY,67,15241162.18984902,1649.9983128952827,733
2025-05-17,Sábado,Uniswap v3,SELL,67,15241162.189849015,1649.9983128952829,733
2025-05-08,Quinta-feira,Uniswap v3,SELL,37,11747184.13652349,2980.7784000489037,341
2025-05-08,Quinta-feira,Uniswap v3,BUY,37,11747184.13652349,2980.778400048904,341
2025-05-20,Terça-feira,Verse Dex,SELL,2,22650.849366923554,13849169.855368638,2
2025-05-20,Terça-feira,Verse Dex,BUY,2,22650.849366923554,13849169.855368638,2
2025-06-01,Domingo,Curve,SELL,1,10169.152748717923,0.944128852504907,1
2025-06-01,Domingo,Curve,BUY,1,10169.152748717923,0.944128852504907,1
2025-05-20,Terça-feira,Curve,BUY,6,174789.4779652003,0.9865834198722689,10
2025-05-20,Terça-feira,Curve,SELL,6,174789.47796520032,0.986583419872269,10
2025-05-19,Segunda-feira,Curve,BUY,11,974267.4071957082,0.9997832642553653,41
2025-05-19,Segunda-feira,Curve,SELL,11,974267.4071957082,0.9997832642553655,41
2025-05-21,Quarta-feira,Curve,SELL,4,112684.7968632398,0.9844741202284204,7
2025-05-21,Quarta-feira,Curve,BUY,5,417742.9031663276,1.0215323051231795,18
2025-05-18,Domingo,Curve,SELL,11,567079.4123684422,0.999822657410526,30
2025-05-18,Domingo,Curve,BUY,11,567079.412368442,0.9998226574105261,30
2025-05-17,Sábado,Curve,SELL,9,860240.0455735478,1.0051840101771046,33
2025-05-17,Sábado,Curve,BUY,9,860240.0455735478,1.0051840101771046,33
2025-05-08,Quinta-feira,Curve,BUY,5,437001.07564054127,1.021056630049805,9
2025-05-08,Quinta-feira,Curve,SELL,5,437001.07564054127,1.021056630049805,9
2025-06-01,Domingo,QuickSwap,BUY,16,5091029.98286671,890.732457199691,1956
2025-06-01,Domingo,QuickSwap,SELL,16,5091029.982866708,890.732457199691,1956
2025-05-20,Terça-feira,QuickSwap,BUY,20,41243811.043691255,3.3897231864924158,2520
2025-05-20,Terça-feira,QuickSwap,SELL,20,41241920.19372566,3.389891895022867,2519
2025-05-19,Segunda-feira,QuickSwap,BUY,10,3442396.9267127225,3.542146779307987,305
2025-05-19,Segunda-feira,QuickSwap,SELL,11,3543254.384357839,4.729551857064037,311
2025-05-21,Quarta-feira,QuickSwap,BUY,18,4569871.716487341,307.15372890502755,339
2025-05-21,Quarta-feira,QuickSwap,SELL,19,5371422.63249852,290.99108639775955,376
2025-05-18,Domingo,QuickSwap,SELL,13,1795497.308548363,187.1484264706962,182
2025-05-18,Domingo,QuickSwap,BUY,12,1691125.1292372276,201.3276539562644,176
2025-05-17,Sábado,QuickSwap,BUY,8,2955266.8925426267,4.537149870318463,299
2025-05-17,Sábado,QuickSwap,SELL,9,3010107.582829191,5.926665305395146,303
2025-05-08,Quinta-feira,QuickSwap,BUY,2,403705.5455411711,7.5538220786589525,19
2025-05-08,Quinta-feira,QuickSwap,SELL,2,403705.54554117116,7.553822078658951,19
2025-06-01,Domingo,Trader Joe,SELL,25,8.7262292989827936E16,1.2231980903502497E23,402
2025-06-01,Domingo,Trader Joe,BUY,25,8.7262292989827952E16,1.2231980903502497E23,402
2025-05-20,Terça-feira,Trader Joe,SELL,13,3.1268088342916762E17,3.394611987296478E20,49
2025-05-20,Terça-feira,Trader Joe,BUY,13,3.1268088342916755E17,3.394611987296478E20,49
2025-05-19,Segunda-feira,Trader Joe,BUY,5,53780.68500158592,5687936.628885838,7
2025-05-19,Segunda-feira,Trader Joe,SELL,5,53780.68500158592,5687936.628885838,7
2025-05-21,Quarta-feira,Trader Joe,BUY,11,2.8673369774880944E17,2.3715291297499683E20,23
2025-05-21,Quarta-feira,Trader Joe,SELL,11,2.8673369774880944E17,2.3715291297499683E20,23
2025-05-18,Domingo,Trader Joe,BUY,4,67684.916739696,7009351.829364056,7
2025-05-18,Domingo,Trader Joe,SELL,4,67684.91673969601,7009351.829364055,7
2025-05-17,Sábado,Trader Joe,BUY,6,4.910833901123848E16,350.3579465981042,7
2025-05-17,Sábado,Trader Joe,SELL,6,4.910833901123848E16,350.3579465981042,7
2025-05-08,Quinta-feira,Trader Joe,BUY,2,6.8155727625628832E16,1.113112118036308e-22,2
2025-05-08,Quinta-feira,Trader Joe,SELL,2,6.8155727625628832E16,1.113112118036308e-22,2
2025-06-01,Domingo,Zerox Exchange,BUY,18,3863743.1300175237,6262.836574264629,60
2025-06-01,Domingo,Zerox Exchange,SELL,18,3863743.130017524,6262.83657426463,60
2025-05-20,Terça-feira,Zerox Exchange,SELL,24,9966188.647394923,9671.369996129433,83
2025-05-20,Terça-feira,Zerox Exchange,BUY,24,9966188.647394927,9671.369996129433,83
2025-05-19,Segunda-feira,Zerox Exchange,SELL,15,6593587.572399091,12719070.091763403,60
2025-05-19,Segunda-feira,Zerox Exchange,BUY,15,6593587.57239909,12719070.091763407,60
2025-05-21,Quarta-feira,Zerox Exchange,SELL,21,7440912.082086051,17512.235387523295,72
2025-05-21,Quarta-feira,Zerox Exchange,BUY,21,7440912.082086052,17512.235387523295,72
2025-05-18,Domingo,Zerox Exchange,BUY,20,6995640.036901867,14598.042899467386,64
2025-05-18,Domingo,Zerox Exchange,SELL,20,6995640.036901865,14598.042899467386,64
2025-05-17,Sábado,Zerox Exchange,BUY,13,2407389.761642514,14601.193554897518,36
2025-05-17,Sábado,Zerox Exchange,SELL,13,2407389.7616425133,14601.193554897518,36
2025-05-08,Quinta-feira,Zerox Exchange,BUY,13,2772293.496907567,15885.812204649255,52
